ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,is_cancelled_disputed,price_cap_ratio,is_price_mismatch_severe,is_price_below_msrp,is_qty_outlier,is_price_outlier,anomaly_count,is_any_anomaly,is_multi_flagged,severity_score,severity_level
10231,42,100.0,2,8378.58,2004-03-19,Shipped,1,3,2004,Classic Cars,207,S12_1108,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Large,False,1.9949,True,True,False,False,2,True,True,2,Medium
10220,32,100.0,2,7181.44,2004-02-12,Shipped,1,2,2004,Classic Cars,207,S12_1108,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Large,False,2.2442,True,True,False,False,2,True,True,2,Medium
10208,46,100.0,13,8602.92,2004-01-02,Shipped,1,1,2004,Classic Cars,207,S12_1108,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Large,False,1.8702,True,True,False,False,2,True,True,2,Medium
10247,44,100.0,2,10606.2,2004-05-05,Shipped,2,5,2004,Classic Cars,207,S12_1108,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Large,False,2.4105000000000003,True,True,False,False,2,True,True,2,Medium
10185,21,100.0,13,3883.74,2003-11-14,Shipped,4,11,2003,Classic Cars,207,S12_1108,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Medium,False,1.8494,True,True,False,False,2,True,True,2,Medium
10176,33,100.0,2,7474.5,2003-11-06,Shipped,4,11,2003,Classic Cars,207,S12_1108,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large,False,2.265,True,True,False,False,2,True,True,2,Medium
10165,44,100.0,3,8594.52,2003-10-22,Shipped,4,10,2003,Classic Cars,207,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Large,False,1.9533,True,True,False,False,2,True,True,2,Medium
10153,20,100.0,11,4904.0,2003-09-28,Shipped,3,9,2003,Classic Cars,207,S12_1108,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,False,2.452,True,True,False,False,2,True,True,2,Medium
10142,33,100.0,12,8023.29,2003-08-08,Shipped,3,8,2003,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Large,False,2.4313,True,True,False,False,2,True,True,2,Medium
10127,46,100.0,2,11279.2,2003-06-03,Shipped,2,6,2003,Classic Cars,207,S12_1108,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Large,False,2.452,True,True,False,False,2,True,True,2,Medium
10117,33,100.0,9,6034.38,2003-04-16,Shipped,2,4,2003,Classic Cars,207,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,False,1.8286,True,True,False,False,2,True,True,2,Medium
10196,47,100.0,5,8887.7,2003-11-26,Shipped,4,11,2003,Classic Cars,207,S12_1108,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie,Large,False,1.891,True,True,False,False,2,True,True,2,Medium
10105,41,100.0,15,8690.36,2003-02-11,Shipped,1,2,2003,Classic Cars,207,S12_1108,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large,False,2.1196,True,True,False,False,2,True,True,2,Medium
10413,36,100.0,2,8677.8,2005-05-05,Shipped,2,5,2005,Classic Cars,207,S12_1108,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,Large,False,2.4105,True,True,False,False,2,True,True,2,Medium
10306,31,100.0,13,6570.76,2004-10-14,Shipped,4,10,2004,Classic Cars,207,S12_1108,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,False,2.1196,True,True,False,False,2,True,True,2,Medium
10314,38,100.0,5,7975.44,2004-10-22,Shipped,4,10,2004,Classic Cars,207,S12_1108,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Large,False,2.0988,True,True,False,False,2,True,True,2,Medium
10407,59,98.65,5,5820.35,2005-04-22,On Hold,2,4,2005,Classic Cars,117,S24_2887,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Medium,True,1.0,False,False,False,False,1,True,False,2,Medium
10380,44,36.29,7,1596.76,2005-02-16,Shipped,1,2,2005,Classic Cars,117,S24_2887,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,False,1.0,False,True,False,True,2,True,True,2,Medium
10415,21,67.82,1,1424.22,2005-05-09,Disputed,2,5,2005,Planes,68,S24_2841,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,True,1.0000000000000002,False,False,False,False,1,True,False,2,Medium
10253,40,42.67,7,1706.8,2004-06-01,Cancelled,2,6,2004,Classic Cars,37,S24_2972,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,True,1.0,False,False,False,False,1,True,False,2,Medium
10262,24,67.14,10,1611.36,2004-06-24,Cancelled,2,6,2004,Planes,68,S24_2841,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,True,1.0,False,False,False,False,1,True,False,2,Medium
10167,21,69.88,2,1467.48,2003-10-23,Cancelled,4,10,2003,Planes,68,S24_2841,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small,True,1.0,False,False,False,False,1,True,False,2,Medium
10401,56,35.35,7,1979.6,2005-04-03,On Hold,2,4,2005,Vintage Cars,43,S50_1341,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,Small,True,1.0,False,False,False,False,1,True,False,2,Medium
10262,49,37.97,3,1860.53,2004-06-24,Cancelled,2,6,2004,Vintage Cars,43,S50_1341,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,True,1.0,False,False,False,False,1,True,False,2,Medium
10401,62,77.73,6,4819.26,2005-04-03,On Hold,2,4,2005,Vintage Cars,68,S32_4289,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,Medium,True,1.0,False,False,False,False,1,True,False,2,Medium
10262,40,79.11,2,3164.4,2004-06-24,Cancelled,2,6,2004,Vintage Cars,68,S32_4289,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,True,1.0,False,False,False,False,1,True,False,2,Medium
10248,23,65.52,9,1506.96,2004-05-07,Cancelled,2,5,2004,Ships,54,S72_3212,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Small,True,1.0000000000000002,False,False,False,False,1,True,False,2,Medium
10215,35,100.0,3,6075.3,2004-01-29,Shipped,1,1,2004,Classic Cars,214,S10_1949,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,,Thompson,Steve,Medium,False,1.7358,True,True,False,False,2,True,True,2,Medium
10253,22,100.0,11,2402.84,2004-06-01,Cancelled,2,6,2004,Classic Cars,117,S12_3380,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,True,1.0922,False,False,False,False,1,True,False,2,Medium
10127,42,100.0,1,8138.76,2003-06-03,Shipped,2,6,2003,Classic Cars,173,S12_3891,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Large,False,1.9378,True,True,False,False,2,True,True,2,Medium
10142,46,100.0,11,9470.94,2003-08-08,Shipped,3,8,2003,Classic Cars,173,S12_3891,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Large,False,2.0589,True,True,False,False,2,True,True,2,Medium
10414,23,100.0,10,3335.23,2005-05-06,On Hold,2,5,2005,Ships,122,S24_2011,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Medium,True,1.4501,False,False,False,False,1,True,False,2,Medium
10334,42,100.0,5,5528.04,2004-11-19,On Hold,4,11,2004,Trucks and Buses,127,S24_2300,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,True,1.3162,False,False,False,False,1,True,False,2,Medium
10380,36,37.5,6,1350.0,2005-02-16,Shipped,1,2,2005,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,False,1.0,False,True,False,True,2,True,True,2,Medium
10401,38,96.29,5,3659.02,2005-04-03,On Hold,2,4,2005,Planes,109,S24_1785,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,Medium,True,1.0,False,False,False,False,1,True,False,2,Medium
10417,21,100.0,1,3447.78,2005-05-13,Disputed,2,5,2005,Motorcycles,150,S12_2823,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,True,1.6418,False,False,False,False,1,True,False,2,Medium
10407,66,66.99,4,4421.34,2005-04-22,On Hold,2,4,2005,Classic Cars,71,S18_4933,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Medium,True,1.0000000000000002,False,False,False,False,1,True,False,2,Medium
10334,49,100.0,4,6763.47,2004-11-19,On Hold,4,11,2004,Trucks and Buses,121,S18_4600,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,True,1.3803,False,False,False,False,1,True,False,2,Medium
10414,16,75.48,11,1207.68,2005-05-06,On Hold,2,5,2005,Vintage Cars,87,S18_4522,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Small,True,1.0,False,False,False,False,1,True,False,2,Medium
10248,42,75.48,11,3170.16,2004-05-07,Cancelled,2,5,2004,Vintage Cars,87,S18_4522,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Medium,True,1.0,False,False,False,False,1,True,False,2,Medium
10407,6,90.19,3,541.14,2005-04-22,On Hold,2,4,2005,Vintage Cars,92,S18_4409,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Small,True,1.0,False,False,False,False,1,True,False,2,Medium
10262,34,97.38,1,3310.92,2004-06-24,Cancelled,2,6,2004,Planes,109,S24_1785,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,True,1.0,False,False,False,False,1,True,False,2,Medium
10167,33,100.0,16,3812.16,2003-10-23,Cancelled,4,10,2003,Ships,122,S24_2011,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,True,1.1552,False,False,False,False,1,True,False,2,Medium
10248,48,100.0,10,6960.48,2004-05-07,Cancelled,2,5,2004,Ships,122,S24_2011,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Medium,True,1.4501,False,False,False,False,1,True,False,2,Medium
10272,39,100.0,1,7962.24,2004-07-20,Shipped,3,7,2004,Classic Cars,173,S12_3891,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Large,False,2.0416,True,True,False,False,2,True,True,2,Medium
10220,27,100.0,1,5045.22,2004-02-12,Shipped,1,2,2004,Classic Cars,173,S12_3891,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Medium,False,1.8686,True,True,False,False,2,True,True,2,Medium
10196,38,100.0,4,7232.16,2003-11-26,Shipped,4,11,2003,Classic Cars,173,S12_3891,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie,Large,False,1.9032,True,True,False,False,2,True,True,2,Medium
10185,43,100.0,12,7886.2,2003-11-14,Shipped,4,11,2003,Classic Cars,173,S12_3891,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Large,False,1.834,True,True,False,False,2,True,True,2,Medium
10165,27,100.0,2,5559.03,2003-10-22,Shipped,4,10,2003,Classic Cars,173,S12_3891,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,False,2.0589,True,True,False,False,2,True,True,2,Medium
10415,51,100.0,5,6209.25,2005-05-09,Disputed,2,5,2005,Vintage Cars,105,S18_3856,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium,True,1.2175,False,False,False,False,1,True,False,2,Medium
10262,34,100.0,14,4103.46,2004-06-24,Cancelled,2,6,2004,Vintage Cars,105,S18_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,True,1.2069,False,False,False,False,1,True,False,2,Medium
10167,34,100.0,6,3599.58,2003-10-23,Cancelled,4,10,2003,Vintage Cars,105,S18_3856,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,True,1.0587,False,False,False,False,1,True,False,2,Medium
10406,65,100.0,1,10468.9,2005-04-15,Disputed,2,4,2005,Classic Cars,141,S18_3685,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large,True,1.6106,False,False,False,False,1,True,False,2,Medium
10253,31,100.0,3,4029.38,2004-06-01,Cancelled,2,6,2004,Classic Cars,141,S18_3685,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,True,1.2998,False,False,False,False,1,True,False,2,Medium
10253,41,100.0,10,4910.57,2004-06-01,Cancelled,2,6,2004,Classic Cars,115,S12_4675,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,True,1.1977,False,False,False,False,1,True,False,2,Medium
10253,25,90.17,14,2254.25,2004-06-01,Cancelled,2,6,2004,Classic Cars,79,S12_3990,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,True,1.0,False,False,False,False,1,True,False,2,Medium
10396,33,100.0,3,6109.29,2005-03-23,Shipped,1,3,2005,Classic Cars,173,S12_3891,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,False,1.8513,True,True,False,False,2,True,True,2,Medium
10314,36,100.0,4,6913.8,2004-10-22,Shipped,4,10,2004,Classic Cars,173,S12_3891,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium,False,1.9205,True,True,False,False,2,True,True,2,Medium
10417,35,100.0,3,3550.05,2005-05-13,Disputed,2,5,2005,Motorcycles,112,S24_1578,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,True,1.0143,False,False,False,False,1,True,False,2,Medium
10407,26,76.43,8,1987.18,2005-04-22,On Hold,2,4,2005,Classic Cars,73,S24_1046,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Small,True,1.0,False,False,False,False,1,True,False,2,Medium
10414,48,100.0,14,5808.48,2005-05-06,On Hold,2,5,2005,Trains,100,S18_3259,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Medium,True,1.2101,False,False,False,False,1,True,False,2,Medium
10349,26,100.0,10,4408.56,2004-12-01,Shipped,4,12,2004,Classic Cars,173,S12_3891,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Medium,False,1.6956000000000002,True,True,False,False,2,True,True,2,Medium
10412,60,100.0,9,11887.8,2005-05-03,Shipped,2,5,2005,Classic Cars,169,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large,False,1.9813,True,True,False,False,2,True,True,2,Medium
10248,42,100.0,14,5082.42,2004-05-07,Cancelled,2,5,2004,Trains,100,S18_3259,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Medium,True,1.2101,False,False,False,False,1,True,False,2,Medium
10377,39,100.0,3,7264.53,2005-02-09,Shipped,1,2,2005,Classic Cars,169,S18_3232,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Large,False,1.8627,True,True,False,False,2,True,True,2,Medium
10366,34,100.0,1,6275.72,2005-01-10,Shipped,1,1,2005,Classic Cars,169,S18_3232,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium,False,1.8458,True,True,False,False,2,True,True,2,Medium
10321,33,100.0,11,5700.09,2004-11-04,Shipped,4,11,2004,Classic Cars,169,S18_3232,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,Medium,False,1.7273,True,True,False,False,2,True,True,2,Medium
10419,35,100.0,6,5926.9,2005-05-17,Shipped,2,5,2005,Classic Cars,169,S18_3232,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,False,1.6933999999999998,True,True,False,False,2,True,True,2,Medium
10313,25,100.0,3,4572.25,2004-10-22,Shipped,4,10,2004,Classic Cars,169,S18_3232,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Medium,False,1.8289,True,True,False,False,2,True,True,2,Medium
10310,48,100.0,3,8940.96,2004-10-16,Shipped,4,10,2004,Classic Cars,169,S18_3232,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Large,False,1.8627,True,True,False,False,2,True,True,2,Medium
10301,23,100.0,9,4011.66,2003-10-05,Shipped,4,10,2003,Classic Cars,169,S18_3232,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium,False,1.7442,True,True,False,False,2,True,True,2,Medium
10305,37,100.0,9,7455.87,2004-10-13,Shipped,4,10,2004,Classic Cars,169,S18_3232,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,Large,False,2.0151,True,True,False,False,2,True,True,2,Medium
10271,20,100.0,9,3928.6,2004-07-20,Shipped,3,7,2004,Classic Cars,169,S18_3232,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,False,1.9643,True,True,False,False,2,True,True,2,Medium
10167,43,100.0,1,5763.72,2003-10-23,Cancelled,4,10,2003,Planes,157,S18_1662,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,True,1.3404,False,False,False,False,1,True,False,2,Medium
10407,59,100.0,11,7048.14,2005-04-22,On Hold,2,4,2005,Classic Cars,124,S18_1589,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Large,True,1.1946,False,False,False,False,1,True,False,2,Medium
10253,24,100.0,1,3374.88,2004-06-01,Cancelled,2,6,2004,Classic Cars,124,S18_1589,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,True,1.4062,False,False,False,False,1,True,False,2,Medium
10406,61,100.0,3,8374.69,2005-04-15,Disputed,2,4,2005,Classic Cars,141,S18_1129,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large,True,1.3729,False,False,False,False,1,True,False,2,Medium
10253,26,100.0,5,3054.48,2004-06-01,Cancelled,2,6,2004,Classic Cars,141,S18_1129,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,True,1.1748,False,False,False,False,1,True,False,2,Medium
10246,36,100.0,9,7132.68,2004-05-05,Shipped,2,5,2004,Classic Cars,169,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large,False,1.9813,True,True,False,False,2,True,True,2,Medium
10229,22,100.0,5,4172.52,2004-03-11,Shipped,1,3,2004,Classic Cars,169,S18_3232,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,False,1.8966000000000005,True,True,False,False,2,True,True,2,Medium
10203,48,100.0,1,8291.04,2003-12-02,Shipped,4,12,2003,Classic Cars,169,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large,False,1.7273000000000005,True,True,False,False,2,True,True,2,Medium
10165,47,100.0,16,8754.69,2003-10-22,Shipped,4,10,2003,Classic Cars,169,S18_3232,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Large,False,1.8627,True,True,False,False,2,True,True,2,Medium
10160,20,100.0,1,3996.4,2003-10-11,Shipped,4,10,2003,Classic Cars,169,S18_3232,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,,Chandler,Michael,Medium,False,1.9982,True,True,False,False,2,True,True,2,Medium
10151,21,100.0,7,3734.01,2003-09-21,Shipped,3,9,2003,Classic Cars,169,S18_3232,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,False,1.7781,True,True,False,False,2,True,True,2,Medium
10148,32,100.0,14,5418.88,2003-09-11,Shipped,3,9,2003,Classic Cars,169,S18_3232,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,False,1.6934,True,True,False,False,2,True,True,2,Medium
10136,41,100.0,3,8331.61,2003-07-04,Shipped,3,7,2003,Classic Cars,169,S18_3232,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Large,False,2.0321,True,True,False,False,2,True,True,2,Medium
10127,22,100.0,15,3837.24,2003-06-03,Shipped,2,6,2003,Classic Cars,169,S18_3232,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Medium,False,1.7442,True,True,False,False,2,True,True,2,Medium
10114,48,100.0,4,8209.44,2003-04-01,Shipped,2,4,2003,Classic Cars,169,S18_3232,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Large,False,1.7103000000000002,True,True,False,False,2,True,True,2,Medium
10109,46,100.0,5,8257.0,2003-03-10,Shipped,1,3,2003,Classic Cars,169,S18_3232,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,Large,False,1.795,True,True,False,False,2,True,True,2,Medium
10372,34,100.0,1,5941.5,2005-01-26,Shipped,1,1,2005,Classic Cars,173,S12_3891,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,False,1.7475,True,True,False,False,2,True,True,2,Medium
10306,20,100.0,12,3633.4,2004-10-14,Shipped,4,10,2004,Classic Cars,173,S12_3891,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,False,1.8167,True,True,False,False,2,True,True,2,Medium
10293,45,100.0,7,8253.0,2004-09-09,Shipped,3,9,2004,Classic Cars,173,S12_3891,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Large,False,1.834,True,True,False,False,2,True,True,2,Medium
10248,32,100.0,12,3802.56,2004-05-07,Cancelled,2,5,2004,Vintage Cars,136,S18_3140,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Medium,True,1.1883,False,False,False,False,1,True,False,2,Medium
10414,41,100.0,12,4872.03,2005-05-06,On Hold,2,5,2005,Vintage Cars,136,S18_3140,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Medium,True,1.1883,False,False,False,False,1,True,False,2,Medium
10104,23,100.0,13,4556.99,2003-01-31,Shipped,1,1,2003,Classic Cars,169,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,False,1.9813,True,True,False,False,2,True,True,2,Medium
10414,44,73.98,1,3255.12,2005-05-06,On Hold,2,5,2005,Ships,86,S18_3029,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Medium,True,1.0,False,False,False,False,1,True,False,2,Medium
